Title	Year	Score	Runtime	Genre	Rating
True Story, 	2015, 	6.3/10, 	99 minutes, 	Crime, 	R

Run All Night, 	2015, 	6.6/10, 	114 minutes, 	Action, 	R

Dope, 	2015, 	7.3/10, 	103 minutes, 	Comedy, 	R

Entourage, 	2015, 	6.6/10, 	104 minutes, 	Comedy, 	R

El transportador recargado, 	2015, 	5.1/10, 	96 minutes, 	Action, 	PG-13

Jane Got a Gun, 	2015, 	5.9/10, 	98 minutes, 	Action, 	R

High-Rise, 	2015, 	5.7/10, 	119 minutes, 	Drama, 	R

