Title	Year	Score	Runtime	Genre	Rating

Graffiti Bridge, 	1990, 	4.3/10, 	95 minutes, 	Drama, 	PG-13

Side Out, 	1990, 	5.5/10, 	100 minutes, 	Comedy, 	PG-13

Jetsons: The Movie, 	1990, 	5.5/10, 	82 minutes, 	Animation, 	G

Men Don't Leave, 	1990, 	6.7/10, 	115 minutes, 	Drama, 	PG-13

Europa Europa, 	1990, 	7.7/10, 	112 minutes, 	Drama, 	R

Nuns on the Run, 	1990, 	5.9/10, 	89 minutes, 	Comedy, 	PG-13

Loose Cannons, 	1990, 	4.8/10, 	94 minutes, 	Action, 	R

Stella, 	1990, 	6/10, 	109 minutes, 	Drama, 	PG-13

The Forbidden Dance, 	1990, 	3.4/10, 	97 minutes, 	Drama, 	PG-13

Mr. & Mrs. Bridge, 	1990, 	6.7/10, 	126 minutes, 	Drama, 	PG-13

Madhouse, 	1990, 	5.3/10, 	90 minutes, 	Comedy, 	PG-13

The Long Walk Home, 	1990, 	7.3/10, 	97 minutes, 	Drama, 	PG

Hidden Agenda, 	1990, 	7/10, 	108 minutes, 	Drama, 	R

Book of Love, 	1990, 	6.1/10, 	100 minutes, 	Comedy, 	R

Betsy's Wedding, 	1990, 	5.6/10, 	94 minutes, 	Comedy, 	R

Coupe de Ville, 	1990, 	6.7/10, 	99 minutes, 	Comedy, 	PG-13

A Shock to the System, 	1990, 	6.7/10, 	88 minutes, 	Comedy, 	R

Funny About Love, 	1990, 	4.9/10, 	101 minutes, 	Comedy, 	PG-13

Sibling Rivalry, 	1990, 	5.4/10, 	87 minutes, 	Comedy, 	PG-13

Gate 2: The Trespassers, 	1990, 	4.7/10, 	90 minutes, 	Fantasy, 	R

Roger Corman's Frankenstein Unbound, 	1990, 	5.5/10, 	85 minutes, 	Drama, 	R

Everybody's Fine, 	1990, 	7.8/10, 	118 minutes, 	Drama, 	PG-13

Come See the Paradise, 	1990, 	6.7/10, 	138 minutes, 	Drama, 	R

Meet the Applegates, 	1990, 	5.4/10, 	90 minutes, 	Comedy, 	R

The Shrimp on the Barbie, 	1990, 	5.6/10, 	90 minutes, 	Comedy, 	PG-13

Boiling Point, 	1990, 	6.8/10, 	96 minutes, 	Action, 	NOT RATED

El pr?ncipe Cascanueces, 	1990, 	6.9/10, 	100 minutes, 	Animation, 	G

Body Chemistry, 	1990, 	4.4/10, 	84 minutes, 	Drama, 	R

Soultaker, 	1990, 	2.3/10, 	94 minutes, 	Fantasy, 	R

Mindwalk, 	1990, 	7.6/10, 	112 minutes, 	Drama, 	PG

Where the Heart Is, 	1990, 	6.2/10, 	107 minutes, 	Comedy, 	R

Crossing the Line, 	1990, 	5.8/10, 	116 minutes, 	Crime, 	R

Opportunity Knocks, 	1990, 	6/10, 	103 minutes, 	Comedy, 	PG-13

Def by Temptation, 	1990, 	4.4/10, 	95 minutes, 	Horror, 	R

Streets, 	1990, 	6/10, 	100 minutes, 	Action, 	R

Tune in Tomorrow..., 	1990, 	6.2/10, 	107 minutes, 	Comedy, 	PG-13

Ju Dou, 	1990, 	7.8/10, 	95 minutes, 	Drama, 	PG-13

The Nasty Girl, 	1990, 	7.5/10, 	100 minutes, 	Comedy, 	PG-13

Courage Mountain, 	1990, 	5.8/10, 	100 minutes, 	Family, 	PG

Downtown, 	1990, 	5.7/10, 	96 minutes, 	Action, 	R

The Fourth War, 	1990, 	5.7/10, 	91 minutes, 	Drama, 	R

To Sleep with Anger, 	1990, 	7.2/10, 	102 minutes, 	Drama, 	PG

The Haunting of Morella, 	1990, 	3.9/10, 	82 minutes, 	Horror, 	R

Impulse, 	1990, 	5.7/10, 	109 minutes, 	Crime, 	R

Short Time, 	1990, 	6.4/10, 	97 minutes, 	Comedy, 	PG-13

My Mother's Castle, 	1990, 	7.6/10, 	98 minutes, 	Adventure, 	PG

Vital Signs, 	1990, 	5.4/10, 	100 minutes, 	Drama, 	R

Everybody Wins, 	1990, 	5/10, 	97 minutes, 	Drama, 	R

?Ay  Carmela!, 	1990, 	7.2/10, 	102 minutes, 	Comedy, 	PG-13

Mister Johnson, 	1990, 	6.5/10, 	101 minutes, 	Drama, 	PG-13

Love at Large, 	1990, 	5.8/10, 	97 minutes, 	Comedy, 	R

China Cry: A True Story, 	1990, 	7/10, 	101 minutes, 	Biography, 	PG-13

Love & Murder, 	1990, 	4.4/10, 	87 minutes, 	Crime, 	R

A Show of Force, 	1990, 	5.2/10, 	95 minutes, 	Drama, 	R

A Tale of Springtime, 	1990, 	7.4/10, 	108 minutes, 	Comedy, 	PG

C'est la vie, 	1990, 	6.3/10, 	110 minutes, 	Drama, 	Not specified

May Fools, 	1990, 	7.2/10, 	100 minutes, 	Comedy, 	R

The Misadventures of Mr. Wilt, 	1990, 	6.3/10, 	92 minutes, 	Comedy, 	R

My Father's Glory, 	1990, 	7.6/10, 	105 minutes, 	Adventure, 	G

Auntie Danielle, 	1990, 	7.3/10, 	100 minutes, 	Comedy, 	PG-13

Daddy's Dyin'... Who's Got the Will?, 	1990, 	5.8/10, 	95 minutes, 	Comedy, 	PG-13

Journey of Hope, 	1990, 	7.6/10, 	100 minutes, 	Drama, 	PG

Ultra Warrior, 	1990, 	1.6/10, 	100 minutes, 	Action, 	R

Angel Town, 	1990, 	5/10, 	102 minutes, 	Action, 	R

Waiting for the Light, 	1990, 	6/10, 	94 minutes, 	Comedy, 	PG

The Last of the Finest, 	1990, 	5.7/10, 	106 minutes, 	Action, 	R

Archangel, 	1990, 	6.8/10, 	90 minutes, 	Comedy, 	Not specified

Men of Respect, 	1990, 	5.3/10, 	113 minutes, 	Drama, 	R

Strike It Rich, 	1990, 	5.1/10, 	87 minutes, 	Comedy, 	PG

Heaven and Earth, 	1990, 	7.1/10, 	104 minutes, 	Action, 	PG-13

I  the Worst of All, 	1990, 	7.1/10, 	105 minutes, 	Drama, 	R

The End of Innocence, 	1990, 	5.6/10, 	100 minutes, 	Drama, 	R

Taxi Blues, 	1990, 	7.5/10, 	110 minutes, 	Comedy, 	Not specified

The Return of Superfly, 	1990, 	5/10, 	95 minutes, 	Action, 	R

Chicago Joe and the Showgirl, 	1990, 	4.9/10, 	103 minutes, 	Crime, 	R

The Silence of the Lambs, 	1991, 	8.6/10, 	118 minutes, 	Crime, 	R

Terminator 2: Judgment Day, 	1991, 	8.5/10, 	137 minutes, 	Action, 	R

Beauty and the Beast, 	1991, 	8/10, 	84 minutes, 	Animation, 	G

Boyz n the Hood, 	1991, 	7.8/10, 	112 minutes, 	Crime, 	R

The Addams Family, 	1991, 	6.8/10, 	99 minutes, 	Comedy, 	PG-13

Fried Green Tomatoes, 	1991, 	7.7/10, 	130 minutes, 	Drama, 	PG-13

Hook, 	1991, 	6.7/10, 	142 minutes, 	Adventure, 	PG

Punto de quiebra, 	1991, 	7.2/10, 	122 minutes, 	Action, 	R

Thelma & Louise, 	1991, 	7.4/10, 	130 minutes, 	Adventure, 	R

Cape Fear, 	1991, 	7.3/10, 	128 minutes, 	Crime, 	R

My Girl, 	1991, 	6.8/10, 	102 minutes, 	Comedy, 	PG-13

Robin Hood: Prince of Thieves, 	1991, 	6.9/10, 	143 minutes, 	Action, 	PG-13

The Commitments, 	1991, 	7.6/10, 	118 minutes, 	Comedy, 	R

Child's Play 3, 	1991, 	5/10, 	90 minutes, 	Action, 	R

Return to the Blue Lagoon, 	1991, 	5.1/10, 	102 minutes, 	Adventure, 	PG-13

Star Trek VI: The Undiscovered Country, 	1991, 	7.2/10, 	113 minutes, 	Action, 	PG

JFK, 	1991, 	8/10, 	189 minutes, 	Drama, 	R

Barton Fink, 	1991, 	7.7/10, 	116 minutes, 	Comedy, 	R

The Rocketeer, 	1991, 	6.4/10, 	108 minutes, 	Action, 	PG

Naked Lunch, 	1991, 	7.1/10, 	115 minutes, 	Drama, 	R

Father of the Bride, 	1991, 	6.5/10, 	105 minutes, 	Comedy, 	PG

Hot Shots!, 	1991, 	6.7/10, 	84 minutes, 	Action, 	PG-13

Nothing But Trouble, 	1991, 	4.9/10, 	94 minutes, 	Comedy, 	PG-13

Delicatessen, 	1991, 	7.7/10, 	99 minutes, 	Comedy, 	R

Problem Child 2, 	1991, 	4.6/10, 	93 minutes, 	Comedy, 	PG-13

What About Bob?, 	1991, 	7/10, 	99 minutes, 	Comedy, 	PG

My Own Private Idaho, 	1991, 	7.1/10, 	104 minutes, 	Drama, 	R

City Slickers, 	1991, 	6.7/10, 	113 minutes, 	Comedy, 	PG-13

The Doors, 	1991, 	7.2/10, 	140 minutes, 	Biography, 	R

The Fisher King, 	1991, 	7.6/10, 	137 minutes, 	Comedy, 	R

The Last Boy Scout, 	1991, 	6.9/10, 	105 minutes, 	Action, 	R

Backdraft, 	1991, 	6.7/10, 	137 minutes, 	Action, 	R

Sleeping with the Enemy, 	1991, 	6.2/10, 	99 minutes, 	Drama, 	R

Don't Tell Mom the Babysitter's Dead, 	1991, 	6.1/10, 	102 minutes, 	Comedy, 	PG-13

The People Under the Stairs, 	1991, 	6.3/10, 	102 minutes, 	Comedy, 	R

The Man in the Moon, 	1991, 	7.4/10, 	99 minutes, 	Drama, 	PG-13

Toy Soldiers, 	1991, 	6.5/10, 	111 minutes, 	Action, 	R

New Jack City, 	1991, 	6.6/10, 	97 minutes, 	Action, 	R

Teenage Mutant Ninja Turtles II: The Secret of the Ooze, 	1991, 	6/10, 	88 minutes, 	Action, 	PG

Freddy's Dead: The Final Nightmare, 	1991, 	4.9/10, 	89 minutes, 	Comedy, 	R

Hudson Hawk, 	1991, 	5.8/10, 	100 minutes, 	Action, 	R

Career Opportunities, 	1991, 	5.9/10, 	83 minutes, 	Comedy, 	PG-13

Bill & Ted's Bogus Journey, 	1991, 	6.2/10, 	93 minutes, 	Adventure, 	PG

Drop Dead Fred, 	1991, 	5.8/10, 	103 minutes, 	Comedy, 	PG-13

Double Impact, 	1991, 	5.5/10, 	110 minutes, 	Action, 	R

Night on Earth, 	1991, 	7.8/10, 	129 minutes, 	Comedy, 	R

Necessary Roughness, 	1991, 	6.1/10, 	108 minutes, 	Comedy, 	PG-13

Frankie and Johnny, 	1991, 	6.7/10, 	118 minutes, 	Comedy, 	R

Oscar, 	1991, 	6.4/10, 	109 minutes, 	Comedy, 	PG

Ernest Scared Stupid, 	1991, 	5.7/10, 	91 minutes, 	Comedy, 	PG

An American Tail: Fievel Goes West, 	1991, 	6.5/10, 	75 minutes, 	Animation, 	G

Bugsy, 	1991, 	6.8/10, 	136 minutes, 	Biography, 	R

The Prince of Tides, 	1991, 	6.7/10, 	132 minutes, 	Drama, 	R

The Naked Gun 2?: The Smell of Fear, 	1991, 	6.8/10, 	85 minutes, 	Comedy, 	PG-13

Out for Justice, 	1991, 	6/10, 	91 minutes, 	Action, 	R

The Five Heartbeats, 	1991, 	7.5/10, 	121 minutes, 	Drama, 	R

Jungle Fever, 	1991, 	6.5/10, 	132 minutes, 	Drama, 	R

Cool as Ice, 	1991, 	2.8/10, 	91 minutes, 	Comedy, 	PG

Deceived, 	1991, 	6.1/10, 	104 minutes, 	Thriller, 	PG-13

Regarding Henry, 	1991, 	6.7/10, 	108 minutes, 	Drama, 	PG-13

Showdown in Little Tokyo, 	1991, 	6.1/10, 	79 minutes, 	Action, 	R

The Double Life of Veronique, 	1991, 	7.9/10, 	98 minutes, 	Drama, 	R

Rush, 	1991, 	6.7/10, 	120 minutes, 	Action, 	R

Dead Again, 	1991, 	7/10, 	107 minutes, 	Crime, 	R

Slacker, 	1991, 	7.1/10, 	97 minutes, 	Comedy, 	R

Highlander II: The Quickening, 	1991, 	4.1/10, 	91 minutes, 	Action, 	R

Defending Your Life, 	1991, 	7.3/10, 	112 minutes, 	Comedy, 	PG

Doc Hollywood, 	1991, 	6.1/10, 	104 minutes, 	Comedy, 	PG-13

Curly Sue, 	1991, 	5.7/10, 	101 minutes, 	Comedy, 	PG

Amigos inseparables, 	1991, 	6/10, 	100 minutes, 	Animation, 	G

Harley Davidson and the Marlboro Man, 	1991, 	6/10, 	98 minutes, 	Action, 	R

White Fang, 	1991, 	6.7/10, 	107 minutes, 	Adventure, 	PG

Dying Young, 	1991, 	5.9/10, 	111 minutes, 	Drama, 	R

If Looks Could Kill, 	1991, 	5.7/10, 	88 minutes, 	Action, 	PG-13

Mobsters, 	1991, 	5.9/10, 	104 minutes, 	Crime, 	R

Under Suspicion, 	1991, 	6.5/10, 	99 minutes, 	Crime, 	R

Ricochet, 	1991, 	6.1/10, 	102 minutes, 	Action, 	R

Not Without My Daughter, 	1991, 	6.2/10, 	116 minutes, 	Drama, 	PG-13

Stone Cold, 	1991, 	5.9/10, 	88 minutes, 	Action, 	R

L.A. Story, 	1991, 	6.7/10, 	95 minutes, 	Comedy, 	PG-13

Wild Hearts Can't Be Broken, 	1991, 	7.2/10, 	88 minutes, 	Drama, 	G

Whore, 	1991, 	5.5/10, 	85 minutes, 	Drama, 	NC-17

Switch, 	1991, 	5.7/10, 	103 minutes, 	Comedy, 	R

Flirting, 	1991, 	7.3/10, 	99 minutes, 	Drama, 	R

Only Yesterday, 	1991, 	7.7/10, 	118 minutes, 	Animation, 	PG

Suburban Commando, 	1991, 	4.3/10, 	90 minutes, 	Action, 	PG

Another You, 	1991, 	5.3/10, 	100 minutes, 	Comedy, 	R

Little Man Tate, 	1991, 	6.7/10, 	99 minutes, 	Drama, 	PG

Close My Eyes, 	1991, 	6.4/10, 	108 minutes, 	Drama, 	R

King Ralph, 	1991, 	5.2/10, 	97 minutes, 	Comedy, 	PG

Until the End of the World, 	1991, 	6.8/10, 	280 minutes, 	Action, 	R

Shakes the Clown, 	1991, 	5.6/10, 	87 minutes, 	Comedy, 	R

Popcorn, 	1991, 	5.7/10, 	91 minutes, 	Comedy, 	R

Mortal Thoughts, 	1991, 	5.7/10, 	102 minutes, 	Mystery, 	R

The Hard Way, 	1991, 	6.3/10, 	111 minutes, 	Action, 	R

La bella latosa, 	1991, 	7.8/10, 	238 minutes, 	Drama, 	UNRATED

Mississippi Masala, 	1991, 	6.6/10, 	118 minutes, 	Drama, 	R

Dogfight, 	1991, 	7.5/10, 	94 minutes, 	Comedy, 	R

Raise the Red Lantern, 	1991, 	8.2/10, 	125 minutes, 	Drama, 	PG

Body Parts, 	1991, 	5.5/10, 	88 minutes, 	Horror, 	R

Shattered, 	1991, 	6.5/10, 	98 minutes, 	Crime, 	R

Europa, 	1991, 	7.7/10, 	112 minutes, 	Drama, 	R

Life Stinks, 	1991, 	5.8/10, 	92 minutes, 	Comedy, 	PG-13

Delirious, 	1991, 	5.7/10, 	96 minutes, 	Comedy, 	PG

The Indian Runner, 	1991, 	7.1/10, 	127 minutes, 	Drama, 	R

Kafka, 	1991, 	6.9/10, 	98 minutes, 	Drama, 	PG-13

Soapdish, 	1991, 	6.5/10, 	97 minutes, 	Comedy, 	PG-13

The Doctor, 	1991, 	6.9/10, 	122 minutes, 	Drama, 	PG-13

Black Robe, 	1991, 	7.1/10, 	101 minutes, 	Adventure, 	R

Dutch, 	1991, 	6.4/10, 	107 minutes, 	Comedy, 	PG-13

Billy Bathgate, 	1991, 	5.9/10, 	106 minutes, 	Crime, 	R

High Heels, 	1991, 	7.2/10, 	112 minutes, 	Comedy, 	R

He Said  She Said, 	1991, 	5.6/10, 	115 minutes, 	Comedy, 	PG-13

Where the Day Takes You, 	1991, 	6.8/10, 	105 minutes, 	Crime, 	R

A Rage in Harlem, 	1991, 	5.9/10, 	100 minutes, 	Comedy, 	R

Only the Lonely, 	1991, 	6.3/10, 	104 minutes, 	Comedy, 	PG-13

Rambling Rose, 	1991, 	6.7/10, 	112 minutes, 	Drama, 	R

Grand Canyon, 	1991, 	6.9/10, 	134 minutes, 	Crime, 	R

All I Want for Christmas, 	1991, 	6/10, 	92 minutes, 	Comedy, 	G

Armour of God 2: Operation Condor, 	1991, 	7.3/10, 	106 minutes, 	Action, 	PG-13

Mannequin: On the Move, 	1991, 	4.1/10, 	95 minutes, 	Comedy, 	PG

The Perfect Weapon, 	1991, 	6/10, 	90 minutes, 	Action, 	R

Company Business, 	1991, 	5.7/10, 	98 minutes, 	Action, 	PG-13

The Rapture, 	1991, 	6.4/10, 	100 minutes, 	Drama, 	R

Flight of the Intruder, 	1991, 	5.7/10, 	115 minutes, 	Action, 	PG-13

For the Boys, 	1991, 	6.3/10, 	138 minutes, 	Comedy, 	R

Kickboxer 2: The Road Back, 	1991, 	4.5/10, 	100 minutes, 	Action, 	R

Shadows and Fog, 	1991, 	6.8/10, 	85 minutes, 	Comedy, 	PG-13

The Pit and the Pendulum, 	1991, 	6.1/10, 	97 minutes, 	Horror, 	R

House Party 2, 	1991, 	5.1/10, 	100 minutes, 	Comedy, 	R

Prospero's Books, 	1991, 	6.9/10, 	124 minutes, 	Drama, 	R

Guilty by Suspicion, 	1991, 	6.5/10, 	105 minutes, 	Drama, 	PG-13

At Play in the Fields of the Lord, 	1991, 	6.8/10, 	189 minutes, 	Drama, 	R

True Colors, 	1991, 	6.3/10, 	111 minutes, 	Drama, 	R

The Marrying Man, 	1991, 	5.7/10, 	115 minutes, 	Comedy, 	R

Pure Luck, 	1991, 	5.7/10, 	96 minutes, 	Comedy, 	PG

The Super, 	1991, 	5.5/10, 	84 minutes, 	Comedy, 	R

The Butcher's Wife, 	1991, 	5.3/10, 	107 minutes, 	Comedy, 	PG-13

F/X2, 	1991, 	5.8/10, 	108 minutes, 	Action, 	PG-13

The Lovers on the Bridge, 	1991, 	7.6/10, 	125 minutes, 	Drama, 	R

K2, 	1991, 	6.2/10, 	102 minutes, 	Action, 	R

Poison, 	1991, 	6.5/10, 	85 minutes, 	Drama, 	R

Class Action, 	1991, 	6.4/10, 	110 minutes, 	Drama, 	R

Enchanted April, 	1991, 	7.4/10, 	95 minutes, 	Drama, 	PG

Run, 	1991, 	6.1/10, 	91 minutes, 	Action, 	R

Shout, 	1991, 	5/10, 	89 minutes, 	Drama, 	PG-13

A Kiss Before Dying, 	1991, 	5.7/10, 	94 minutes, 	Crime, 	R

Other People's Money, 	1991, 	6.1/10, 	103 minutes, 	Comedy, 	R

Scissors, 	1991, 	5.2/10, 	100 minutes, 	Horror, 	R

Daughters of the Dust, 	1991, 	6.5/10, 	100 minutes, 	Drama, 	TV-PG

One Good Cop, 	1991, 	5.8/10, 	114 minutes, 	Action, 	R

Sex and Zen, 	1991, 	5.8/10, 	100 minutes, 	Adventure, 	R

Impromptu, 	1991, 	7/10, 	107 minutes, 	Biography, 	PG-13

The Hitman, 	1991, 	5.3/10, 	95 minutes, 	Action, 	R

The Princess and the Goblin, 	1991, 	6.9/10, 	100 minutes, 	Animation, 	G

Rapsodia en agosto, 	1991, 	7.3/10, 	98 minutes, 	Drama, 	PG

Wild Orchid II: Two Shades of Blue, 	1991, 	3.7/10, 	111 minutes, 	Drama, 	R

Once Around, 	1991, 	6.5/10, 	115 minutes, 	Comedy, 	R

Riff-Raff, 	1991, 	7.1/10, 	95 minutes, 	Comedy, 	UNRATED

Madame Bovary, 	1991, 	6.7/10, 	143 minutes, 	Drama, 	PG-13

Proof, 	1991, 	7.4/10, 	86 minutes, 	Drama, 	R

Homicide, 	1991, 	7.1/10, 	102 minutes, 	Crime, 	R

Strictly Business, 	1991, 	5.4/10, 	100 minutes, 	Comedy, 	PG-13

Mediterraneo, 	1991, 	7.4/10, 	96 minutes, 	Comedy, 	R

Johnny Stecchino, 	1991, 	7.2/10, 	102 minutes, 	Comedy, 	R

Edward II, 	1991, 	7/10, 	87 minutes, 	Drama, 	R

Beastmaster 2: Through the Portal of Time, 	1991, 	3.8/10, 	107 minutes, 	Action, 	PG-13

V.I. Warshawski, 	1991, 	4.8/10, 	89 minutes, 	Action, 	R

Year of the Gun, 	1991, 	5.7/10, 	111 minutes, 	Action, 	R

Voyager, 	1991, 	6.8/10, 	117 minutes, 	Drama, 	PG-13

S?lo con tu pareja, 	1991, 	7.1/10, 	94 minutes, 	Comedy, 	NOT RATED

The Adjuster, 	1991, 	6.7/10, 	102 minutes, 	Comedy, 	R

Mystery Date, 	1991, 	6/10, 	97 minutes, 	Comedy, 	PG-13

Stepping Out, 	1991, 	6.4/10, 	106 minutes, 	Comedy, 	PG

McBain, 	1991, 	4.7/10, 	107 minutes, 	Action, 	R

Closet Land, 	1991, 	7.2/10, 	100 minutes, 	Drama, 	R

Bingo, 	1991, 	4.7/10, 	100 minutes, 	Adventure, 	PG

Where Angels Fear to Tread, 	1991, 	6.6/10, 	100 minutes, 	Drama, 	PG

Van Gogh, 	1991, 	7.3/10, 	158 minutes, 	Biography, 	R

29th Street, 	1991, 	7.3/10, 	101 minutes, 	Comedy, 	R

Becoming Colette, 	1991, 	5.4/10, 	100 minutes, 	Biography, 	R

The Taking of Beverly Hills, 	1991, 	4.9/10, 	96 minutes, 	Action, 	R

Toto the Hero, 	1991, 	7.7/10, 	91 minutes, 	Comedy, 	PG-13

Hangin' with the Homeboys, 	1991, 	7/10, 	100 minutes, 	Comedy, 	R

Paradise, 	1991, 	6.7/10, 	111 minutes, 	Drama, 	PG-13

Cabeza de Vaca, 	1991, 	7/10, 	100 minutes, 	Adventure, 	R

The Inner Circle, 	1991, 	7.1/10, 	137 minutes, 	Drama, 	PG-13

Liebestraum, 	1991, 	6/10, 	112 minutes, 	Mystery, 	R

The Object of Beauty, 	1991, 	5.7/10, 	103 minutes, 	Comedy, 	R

Crooked Hearts, 	1991, 	6.1/10, 	113 minutes, 	Drama, 	R

Late for Dinner, 	1991, 	6.5/10, 	99 minutes, 	Drama, 	PG

Straight Out of Brooklyn, 	1991, 	5.9/10, 	100 minutes, 	Crime, 	R

Mon Pere Ce Heros, 	1991, 	6.1/10, 	105 minutes, 	Comedy, 	Not specified

Talkin' Dirty After Dark, 	1991, 	5.2/10, 	89 minutes, 	Comedy, 	R

Lovers: A True Story, 	1991, 	7.2/10, 	103 minutes, 	Crime, 	R

The Unborn, 	1991, 	4/10, 	100 minutes, 	Drama, 	R

Livin' Large!, 	1991, 	5/10, 	100 minutes, 	Comedy, 	R

Tous les matins du monde, 	1991, 	7.6/10, 	115 minutes, 	Biography, 	NOT RATED

Thousand Pieces of Gold, 	1991, 	7.1/10, 	105 minutes, 	Romance, 	PG-13

And You Thought Your Parents Were Weird, 	1991, 	4.5/10, 	92 minutes, 	Comedy, 	PG

Queens Logic, 	1991, 	5.9/10, 	100 minutes, 	Comedy, 	R

Scenes from a Mall, 	1991, 	5.3/10, 	89 minutes, 	Comedy, 	R

My Heroes Have Always Been Cowboys, 	1991, 	6.4/10, 	100 minutes, 	Drama, 	PG

Talent for the Game, 	1991, 	5.9/10, 	91 minutes, 	Drama, 	PG

City of Hope, 	1991, 	7.4/10, 	129 minutes, 	Crime, 	R

Twenty-One, 	1991, 	5.3/10, 	92 minutes, 	Drama, 	R

Hear My Song, 	1991, 	7.2/10, 	100 minutes, 	Comedy, 	R

Eve of Destruction, 	1991, 	4.8/10, 	99 minutes, 	Action, 	R

Timebomb, 	1991, 	5.5/10, 	96 minutes, 	Action, 	R

Married to It, 	1991, 	5.9/10, 	112 minutes, 	Comedy, 	R

Defenseless, 	1991, 	5.8/10, 	104 minutes, 	Mystery, 	R

London Kills Me, 	1991, 	6.3/10, 	107 minutes, 	Comedy, 	R

True Identity, 	1991, 	5.1/10, 	93 minutes, 	Comedy, 	R

The Ballad of the Sad Cafe, 	1991, 	6.5/10, 	100 minutes, 	Comedy, 	PG-13

Highway 61, 	1991, 	7.2/10, 	102 minutes, 	Comedy, 	R

The Knife, 	1991, 	6.2/10, 	104 minutes, 	Drama, 	R

The Pope Must Diet, 	1991, 	5/10, 	100 minutes, 	Comedy, 	R

Meeting Venus, 	1991, 	6.8/10, 	119 minutes, 	Comedy, 	PG-13

Hard Promises, 	1991, 	5.8/10, 	95 minutes, 	Comedy, 	PG

Samantha, 	1991, 	6.5/10, 	96 minutes, 	Comedy, 	PG

Reservoir Dogs, 	1992, 	8.3/10, 	99 minutes, 	Crime, 	R

Bram Stoker's Dracula, 	1992, 	7.5/10, 	128 minutes, 	Horror, 	R

Aladdin, 	1992, 	8/10, 	90 minutes, 	Animation, 	G

Batman Returns, 	1992, 	7/10, 	126 minutes, 	Action, 	PG-13

Bajos instintos, 	1992, 	6.9/10, 	127 minutes, 	Drama, 	R

The Last of the Mohicans, 	1992, 	7.8/10, 	112 minutes, 	Action, 	R

Unforgiven, 	1992, 	8.2/10, 	131 minutes, 	Drama, 	R

My Cousin Vinny, 	1992, 	7.5/10, 	120 minutes, 	Comedy, 	R

A Few Good Men, 	1992, 	7.7/10, 	138 minutes, 	Drama, 	R

Twin Peaks: Fire Walk with Me, 	1992, 	7.2/10, 	135 minutes, 	Drama, 	R

Alien 3, 	1992, 	6.4/10, 	114 minutes, 	Action, 	R

Sister Act, 	1992, 	6.3/10, 	100 minutes, 	Comedy, 	PG

A League of Their Own, 	1992, 	7.2/10, 	128 minutes, 	Comedy, 	PG

Death Becomes Her, 	1992, 	6.5/10, 	104 minutes, 	Comedy, 	PG-13

Scent of a Woman, 	1992, 	8/10, 	156 minutes, 	Drama, 	R

Newsies, 	1992, 	7/10, 	121 minutes, 	Drama, 	PG

The Bodyguard, 	1992, 	6.2/10, 	129 minutes, 	Action, 	R

Wayne's World, 	1992, 	7/10, 	94 minutes, 	Comedy, 	PG-13

The Mighty Ducks, 	1992, 	6.4/10, 	100 minutes, 	Comedy, 	PG

Army of Darkness, 	1992, 	7.6/10, 	81 minutes, 	Comedy, 	R

Home Alone 2: Lost in New York, 	1992, 	6.6/10, 	120 minutes, 	Adventure, 	PG

Under Siege, 	1992, 	6.5/10, 	103 minutes, 	Action, 	R

Glengarry Glen Ross, 	1992, 	7.8/10, 	100 minutes, 	Crime, 	R

Dead Alive, 	1992, 	7.6/10, 	104 minutes, 	Comedy, 	R

Candyman, 	1992, 	6.6/10, 	99 minutes, 	Horror, 	R

Patriot Games, 	1992, 	6.9/10, 	117 minutes, 	Action, 	R

School Ties, 	1992, 	6.9/10, 	106 minutes, 	Drama, 	PG-13

Of Mice and Men, 	1992, 	7.5/10, 	115 minutes, 	Drama, 	PG-13

Captain Ron, 	1992, 	5.7/10, 	90 minutes, 	Adventure, 	PG-13

A River Runs Through It, 	1992, 	7.3/10, 	123 minutes, 	Drama, 	PG

Chaplin, 	1992, 	7.6/10, 	143 minutes, 	Biography, 	PG-13

Malcolm X, 	1992, 	7.7/10, 	202 minutes, 	Biography, 	PG-13

Sleepwalkers, 	1992, 	5.2/10, 	91 minutes, 	Horror, 	R

FernGully: Las aventuras de Zak y Crysta, 	1992, 	6.5/10, 	76 minutes, 	Animation, 	G

Beethoven, 	1992, 	5.6/10, 	87 minutes, 	Comedy, 	PG

Hellraiser III: Hell on Earth, 	1992, 	5.5/10, 	91 minutes, 	Horror, 	R

The Crying Game, 	1992, 	7.3/10, 	112 minutes, 	Crime, 	R

Buffy the Vampire Slayer, 	1992, 	5.6/10, 	86 minutes, 	Action, 	PG-13

Pet Sematary II, 	1992, 	4.8/10, 	100 minutes, 	Fantasy, 	R

Singles, 	1992, 	6.7/10, 	99 minutes, 	Comedy, 	PG-13

